"full_text","tokens","processed_text","label"
"kampus kami hanya ganti format rps jadi berbasis obe tapi prakteknya masih pakai cara lama","['kampus', 'ganti', 'format', 'rps', 'basis', 'obe', 'praktek', 'pakai']","kampus ganti format rps basis obe praktek pakai","negatif"
"tidak efektif sekali implementasi obe kalau dosendosennya tidak dilatih dengan baik dulu","['efektif', 'implementasi', 'obe', 'dosendosennya', 'latih']","efektif implementasi obe dosendosennya latih","negatif"
"obe malah bikin pendidikan jadi kehilangan esensinya yang penting outcomes tercapai walau prosesnya amburadul","['obe', 'bikin', 'didik', 'hilang', 'esensi', 'outcomes', 'capai', 'proses', 'amburadul']","obe bikin didik hilang esensi outcomes capai proses amburadul","negatif"
"sudah 2 semester pakai obe feedbacknya jelek dari mahasiswa pada bingung sama sistem penilaiannya","['2', 'semester', 'pakai', 'obe', 'feedbacknya', 'jelek', 'mahasiswa', 'bingung', 'sistem', 'nilai']","2 semester pakai obe feedbacknya jelek mahasiswa bingung sistem nilai","negatif"
"garagara fokus ke implementasi obe kampus kami malah ngelupain masalah mendasar seperti kualitas dosen","['garagara', 'fokus', 'implementasi', 'obe', 'kampus', 'ngelupain', 'dasar', 'kualitas', 'dosen']","garagara fokus implementasi obe kampus ngelupain dasar kualitas dosen","negatif"
"obe yang dipaksain tanpa persiapan matang itu sama saja seperti bunuh diri akademik","['obe', 'dipaksain', 'siap', 'matang', 'bunuh', 'akademik']","obe dipaksain siap matang bunuh akademik","negatif"
"tidak adil sekali maksa semua kampus terapin obe tanpa liat kondisi dan kemampuan masingmasing","['adil', 'maksa', 'kampus', 'terapin', 'obe', 'liat', 'kondisi', 'mampu', 'masingmasing']","adil maksa kampus terapin obe liat kondisi mampu masingmasing","negatif"
"obe malah bikin pendidikan jadi businessoriented hilang idealisme pendidikan sebagai pencerahan","['obe', 'bikin', 'didik', 'businessoriented', 'hilang', 'idealisme', 'didik', 'cerah']","obe bikin didik businessoriented hilang idealisme didik cerah","negatif"
"pusing sekali jadi mahasiswa jaman sekarang tiap tahun kurikulumnya gontaganti sekarang obe besok apalagi","['pusing', 'mahasiswa', 'jaman', 'kurikulum', 'gontaganti', 'obe', 'besok']","pusing mahasiswa jaman kurikulum gontaganti obe besok","negatif"
"tidak ngerti sama kemdikbud bukannya benerin fasilitas pendidikan malah sibuk nerapin obe","['ngerti', 'kemdikbud', 'benerin', 'fasilitas', 'didik', 'sibuk', 'nerapin', 'obe']","ngerti kemdikbud benerin fasilitas didik sibuk nerapin obe","negatif"
"obe ini hanya kedok buat naikin standar akreditasi esensi peningkatan kualitas pendidikan hilang","['obe', 'kedok', 'naikin', 'standar', 'akreditasi', 'esensi', 'tingkat', 'kualitas', 'didik', 'hilang']","obe kedok naikin standar akreditasi esensi tingkat kualitas didik hilang","negatif"
"kampus kami terpaksa ikutan tren obe padahal jelasjelas belum siap dari segi sdm","['kampus', 'paksa', 'ikut', 'tren', 'obe', 'jelasjelas', 'segi', 'sdm']","kampus paksa ikut tren obe jelasjelas segi sdm","negatif"
"kurikulum obe bikin hubungan dosenmahasiswa jadi kaku semuanya diatur sama rubrik penilaian","['kurikulum', 'obe', 'bikin', 'hubung', 'dosenmahasiswa', 'kaku', 'atur', 'rubrik', 'nilai']","kurikulum obe bikin hubung dosenmahasiswa kaku atur rubrik nilai","negatif"
"obe yang terlalu rigid malah bikin mati kreativitas mahasiswa dan dosen","['obe', 'rigid', 'bikin', 'mati', 'kreativitas', 'mahasiswa', 'dosen']","obe rigid bikin mati kreativitas mahasiswa dosen","negatif"
"dosendosen pada bingung sama implementasi obe pelatihan hanya sehari langsung disuruh praktekin","['dosendosen', 'bingung', 'implementasi', 'obe', 'latih', 'hari', 'langsung', 'suruh', 'praktekin']","dosendosen bingung implementasi obe latih hari langsung suruh praktekin","negatif"
"tidak semua matkul cocok diterapin obe apalagi yang sifatnya abstrak seperti filsafat atau etika","['matkul', 'cocok', 'diterapin', 'obe', 'sifat', 'abstrak', 'filsafat', 'etika']","matkul cocok diterapin obe sifat abstrak filsafat etika","negatif"
"obe malah bikin pendidikan jadi kehilangan nilainilai luhurnya semuanya diukur dari kebutuhan pasar","['obe', 'bikin', 'didik', 'hilang', 'nilainilai', 'luhur', 'ukur', 'butuh', 'pasar']","obe bikin didik hilang nilainilai luhur ukur butuh pasar","negatif"
"kampus kami asal comot obe tanpa penyesuaian jadinya ya tidak nyambung sama kondisi riil di lapangan","['kampus', 'comot', 'obe', 'sesuai', 'ya', 'nyambung', 'kondisi', 'riil', 'lapang']","kampus comot obe sesuai ya nyambung kondisi riil lapang","negatif"
"capek dengerin jargon obe terus ujungujungnya yang dipentingin tetep nilai bukan pemahaman","['capek', 'dengerin', 'jargon', 'obe', 'ujungujungnya', 'dipentingin', 'tetep', 'nilai', 'paham']","capek dengerin jargon obe ujungujungnya dipentingin tetep nilai paham","negatif"
"obe bikin mahasiswa jadi kurang eksploratif mereka hanya belajar yang ada di rubrik penilaian saja","['obe', 'bikin', 'mahasiswa', 'eksploratif', 'ajar', 'rubrik', 'nilai']","obe bikin mahasiswa eksploratif ajar rubrik nilai","negatif"
"sebagai dosen senior saya tidak yakin obe ini bawa perubahan signifikan selain nambah kerjaan administratif","['dosen', 'senior', 'obe', 'bawa', 'ubah', 'signifikan', 'nambah', 'kerja', 'administratif']","dosen senior obe bawa ubah signifikan nambah kerja administratif","negatif"
"tidak habis pikir kenapa indonesia selalu jadi follower tren pendidikan global obe ini belum tentu cocok untuk kita","['habis', 'pikir', 'indonesia', 'follower', 'tren', 'didik', 'global', 'obe', 'cocok']","habis pikir indonesia follower tren didik global obe cocok","negatif"
"obe malah bikin gap antara teori dan praktik makin lebar mahasiswa hanya paham konsep tanpa bisa aplikasikan","['obe', 'bikin', 'gap', 'teori', 'praktik', 'lebar', 'mahasiswa', 'paham', 'konsep', 'aplikasi']","obe bikin gap teori praktik lebar mahasiswa paham konsep aplikasi","negatif"
"kampus kami sudah setahun nerapin obe tapi belum ada perubahan signifikan malah nambah kerjaan dosen","['kampus', 'tahun', 'nerapin', 'obe', 'ubah', 'signifikan', 'nambah', 'kerja', 'dosen']","kampus tahun nerapin obe ubah signifikan nambah kerja dosen","negatif"
"sejak terapin obe waktu dosen habis buat ngurusin administratif daripada fokus ke pengajaran berkualitas","['terapin', 'obe', 'dosen', 'habis', 'ngurusin', 'administratif', 'fokus', 'ajar', 'kualitas']","terapin obe dosen habis ngurusin administratif fokus ajar kualitas","negatif"
"obe bikin pendidikan kehilangan dimensi kritisnya mahasiswa hanya fokus ke outcomes yang sudah ditentukan","['obe', 'bikin', 'didik', 'hilang', 'dimensi', 'kritis', 'mahasiswa', 'fokus', 'outcomes', 'tentu']","obe bikin didik hilang dimensi kritis mahasiswa fokus outcomes tentu","negatif"
"tidak relevan sekali maksa terapin obe di kampus yang masih kekurangan dosen dan fasilitas belajar","['relevan', 'maksa', 'terapin', 'obe', 'kampus', 'kurang', 'dosen', 'fasilitas', 'ajar']","relevan maksa terapin obe kampus kurang dosen fasilitas ajar","negatif"
"obe ini hanya pandering ke kebutuhan industri pendidikan harusnya lebih dari sekedar cetak tenaga kerja","['obe', 'pandering', 'butuh', 'industri', 'didik', 'dar', 'cetak', 'tenaga', 'kerja']","obe pandering butuh industri didik dar cetak tenaga kerja","negatif"
"sebagai guru saya ngerasa obe ini hanya nambah beban kerja tanpa ada kompensasi yang sepadan","['guru', 'ngerasa', 'obe', 'nambah', 'beban', 'kerja', 'kompensasi', 'padan']","guru ngerasa obe nambah beban kerja kompensasi padan","negatif"
"obe malah bikin sistem pendidikan jadi seperti pabrik mahasiswa diproduksi sesuai permintaan pasar","['obe', 'bikin', 'sistem', 'didik', 'pabrik', 'mahasiswa', 'produksi', 'sesuai', 'minta', 'pasar']","obe bikin sistem didik pabrik mahasiswa produksi sesuai minta pasar","negatif"
"tidak ngerti kenapa kampus harus ikutikutan tren obe padahal belum ada bukti konkret keberhasilannya di indonesia","['ngerti', 'kampus', 'ikutikutan', 'tren', 'obe', 'bukti', 'konkret', 'hasil', 'indonesia']","ngerti kampus ikutikutan tren obe bukti konkret hasil indonesia","negatif"
"kurikulum berbasis hasil itu konsepnya dari kapitalisme pendidikan jadi komoditas yang bisa diukur dan dijual","['kurikulum', 'basis', 'hasil', 'konsep', 'kapitalisme', 'didik', 'komoditas', 'ukur', 'jual']","kurikulum basis hasil konsep kapitalisme didik komoditas ukur jual","negatif"
"obe bikin pendidikan kehilangan soulnya semuanya jadi mekanistis dan kaku","['obe', 'bikin', 'didik', 'hilang', 'soulnya', 'mekanistis', 'kaku']","obe bikin didik hilang soulnya mekanistis kaku","negatif"
"garagara obe dosen jadi lebih sibuk ngurusin dokumen daripada ngajar dan riset","['garagara', 'obe', 'dosen', 'sibuk', 'ngurusin', 'dokumen', 'ngajar', 'riset']","garagara obe dosen sibuk ngurusin dokumen ngajar riset","negatif"
"implementasi obe di kampus kami bikin mahasiswa tambah stres tugas bertambah tapi tidak substantif","['implementasi', 'obe', 'kampus', 'bikin', 'mahasiswa', 'stres', 'tugas', 'tambah', 'substantif']","implementasi obe kampus bikin mahasiswa stres tugas tambah substantif","negatif"
"obe itu hanya jargon kosong prakteknya tidak ada bedanya sama kurikulum lama hanya beda kemasan saja","['obe', 'jargon', 'kosong', 'praktek', 'beda', 'kurikulum', 'beda', 'kemas']","obe jargon kosong praktek beda kurikulum beda kemas","negatif"
"kecewa sekali sama penerapan obe di kampus kami ternyata hanya buat kepentingan akreditasi saja","['kecewa', 'terap', 'obe', 'kampus', 'penting', 'akreditasi']","kecewa terap obe kampus penting akreditasi","negatif"
"obe malah bikin materi pembelajaran jadi oversimplified yang penting bisa diukur outcomesnya","['obe', 'bikin', 'materi', 'ajar', 'oversimplified', 'ukur', 'outcomesnya']","obe bikin materi ajar oversimplified ukur outcomesnya","negatif"
"tidak adil maksa semua kampus terapin obe tanpa pertimbangkan kekhasan dan kebutuhan masingmasing institusi","['adil', 'maksa', 'kampus', 'terapin', 'obe', 'timbang', 'khas', 'butuh', 'masingmasing', 'institusi']","adil maksa kampus terapin obe timbang khas butuh masingmasing institusi","negatif"
"obe ini ibaratnya ganti bungkus tapi isinya sama hanya buat pencitraan saja","['obe', 'ganti', 'bungkus', 'isi', 'citra']","obe ganti bungkus isi citra","negatif"
"sebagai dosen muda saya kecewa sama obe yang ternyata hanya nambah kerjaan administratif","['dosen', 'muda', 'kecewa', 'obe', 'nambah', 'kerja', 'administratif']","dosen muda kecewa obe nambah kerja administratif","negatif"
"obe malah bikin pendidikan jadi seperti fast food serba cepat dan terstandarisasi tapi tidak bernutrisi","['obe', 'bikin', 'didik', 'fast', 'food', 'serba', 'cepat', 'standar', 'nutrisi']","obe bikin didik fast food serba cepat standar nutrisi","negatif"
"sudah capek dengerin soal obe ujungujungnya hanya buat kepentingan akreditasi saja","['capek', 'dengerin', 'obe', 'ujungujungnya', 'penting', 'akreditasi']","capek dengerin obe ujungujungnya penting akreditasi","negatif"
"tidak setuju sekali sama obe yang terlalu fokus ke outcomes proses belajar juga sama pentingnya","['tuju', 'obe', 'fokus', 'outcomes', 'proses', 'ajar']","tuju obe fokus outcomes proses ajar","negatif"
"obe bikin pendidikan kehilangan unsur humanisnya semua diukur pakai angka saja","['obe', 'bikin', 'didik', 'hilang', 'unsur', 'humanis', 'ukur', 'pakai', 'angka']","obe bikin didik hilang unsur humanis ukur pakai angka","negatif"
"kampus kami hanya lip service soal obe implementasinya setengah hati jadinya malah bikin bingung","['kampus', 'lip', 'service', 'obe', 'implementasi', 'hati', 'bikin', 'bingung']","kampus lip service obe implementasi hati bikin bingung","negatif"
"garagara obe dosen jadi sibuk nyusun dokumen daripada fokus ke pengembangan ilmu","['garagara', 'obe', 'dosen', 'sibuk', 'nyusun', 'dokumen', 'fokus', 'kembang', 'ilmu']","garagara obe dosen sibuk nyusun dokumen fokus kembang ilmu","negatif"
"obe yang dipaksain tanpa persiapan matang itu hanya buangbuang waktu dan energi saja","['obe', 'dipaksain', 'siap', 'matang', 'buangbuang', 'energi']","obe dipaksain siap matang buangbuang energi","negatif"
"kalau diliatliat obe ini malah bikin standarisasi yang kaku kreativitas jadi hilang","['diliatliat', 'obe', 'bikin', 'standar', 'kaku', 'kreativitas', 'hilang']","diliatliat obe bikin standar kaku kreativitas hilang","negatif"
"tidak habis pikir kenapa kita selalu latah ikutin tren pendidikan dari luar obe belum tentu cocok buat kita","['habis', 'pikir', 'latah', 'ikutin', 'tren', 'didik', 'obe', 'cocok']","habis pikir latah ikutin tren didik obe cocok","negatif"
"obe bikin pendidikan jadi kehilangan unsur eksplorasi semuanya sudah diatur kaku dalam rubrik penilaian","['obe', 'bikin', 'didik', 'hilang', 'unsur', 'eksplorasi', 'atur', 'kaku', 'rubrik', 'nilai']","obe bikin didik hilang unsur eksplorasi atur kaku rubrik nilai","negatif"
"saya sebagai mahasiswa merasa jadi kelinci percobaan obe padahal sistemnya belum jelas gimana implementasinya","['mahasiswa', 'kelinci', 'coba', 'obe', 'sistem', 'gimana', 'implementasi']","mahasiswa kelinci coba obe sistem gimana implementasi","negatif"
"obe ini terlalu fokus ke outputs padahal pendidikan harusnya lebih dari sekedar hasil akhir","['obe', 'fokus', 'outputs', 'didik', 'dar', 'hasil']","obe fokus outputs didik dar hasil","negatif"
"garagara sibuk nerapin obe masalah fundamental pendidikan kita malah terlupakan","['garagara', 'sibuk', 'nerapin', 'obe', 'fundamental', 'didik', 'lupa']","garagara sibuk nerapin obe fundamental didik lupa","negatif"
"obe malah bikin pendidikan jadi sekedar training untuk industri bukan lagi tentang keilmuan","['obe', 'bikin', 'didik', 'dar', 'training', 'industri', 'ilmu']","obe bikin didik dar training industri ilmu","negatif"
"kalau ingin jujur obe di kampus kami hanya buat pencitraan saja prakteknya masih seperti kurikulum lama","['jujur', 'obe', 'kampus', 'citra', 'praktek', 'kurikulum']","jujur obe kampus citra praktek kurikulum","negatif"
"tidak ngerti lagi sama kebijakan pendidikan yang gontaganti capek ngikutinnya","['ngerti', 'bijak', 'didik', 'gontaganti', 'capek', 'ngikutinnya']","ngerti bijak didik gontaganti capek ngikutinnya","netral"
"obe bikin dosen jadi administrator daripada pendidik waktunya habis buat ngurusin dokumen","['obe', 'bikin', 'dosen', 'administrator', 'didik', 'habis', 'ngurusin', 'dokumen']","obe bikin dosen administrator didik habis ngurusin dokumen","negatif"
"kampus kami belum siap implementasi obe tapi dipaksa jadinya malah berantakan","['kampus', 'implementasi', 'obe', 'paksa', 'beranta']","kampus implementasi obe paksa beranta","negatif"
"sebagai dosen senior saya merasa obe ini hanya rebranding dari sistem yang sudah ada tidak ada yang baru","['dosen', 'senior', 'obe', 'rebranding', 'sistem']","dosen senior obe rebranding sistem","negatif"
"obe ternyata bikin beban kerja dosen nambah tapi kualitas pembelajaran tidak meningkat","['obe', 'bikin', 'beban', 'kerja', 'dosen', 'nambah', 'kualitas', 'ajar', 'tingkat']","obe bikin beban kerja dosen nambah kualitas ajar tingkat","negatif"
"tidak semua ilmu bisa diukur pakai outcomes yang kaku misalnya filsafat atau seni","['ilmu', 'ukur', 'pakai', 'outcomes', 'kaku', 'filsafat', 'seni']","ilmu ukur pakai outcomes kaku filsafat seni","negatif"
"obe malah bikin pendidikan jadi mekanistis hilang unsur kreativitas dan eksplorasinya","['obe', 'bikin', 'didik', 'mekanistis', 'hilang', 'unsur', 'kreativitas', 'eksplorasi']","obe bikin didik mekanistis hilang unsur kreativitas eksplorasi","negatif"
"sudah setahun implementasi obe tapi malah bikin mahasiswa tambah bingung karena tidak konsisten","['tahun', 'implementasi', 'obe', 'bikin', 'mahasiswa', 'bingung', 'konsisten']","tahun implementasi obe bikin mahasiswa bingung konsisten","negatif"
"garagara obe dosen jadi kehilangan otonominya dalam mengajar semuanya harus sesuai outcomes","['garagara', 'obe', 'dosen', 'hilang', 'otonomi', 'ajar', 'sesuai', 'outcomes']","garagara obe dosen hilang otonomi ajar sesuai outcomes","negatif"
"obe hanya jargon kosong prakteknya tidak ada bedanya sama kurikulum lama","['obe', 'jargon', 'kosong', 'praktek', 'beda', 'kurikulum']","obe jargon kosong praktek beda kurikulum","negatif"
"sebagai guru saya ngerasa obe ini hanya nambah beban kerja administratif saja","['guru', 'ngerasa', 'obe', 'nambah', 'beban', 'kerja', 'administratif']","guru ngerasa obe nambah beban kerja administratif","negatif"
"obe malah bikin pendidikan jadi terlalu fokus ke pasar kerja idealisme keilmuan hilang","['obe', 'bikin', 'didik', 'fokus', 'pasar', 'kerja', 'idealisme', 'ilmu', 'hilang']","obe bikin didik fokus pasar kerja idealisme ilmu hilang","negatif"
"kampus kami kejarkejaran implementasi obe demi akreditasi padahal belum siap dari segi sdm","['kampus', 'kejarkejaran', 'implementasi', 'obe', 'akreditasi', 'segi', 'sdm']","kampus kejarkejaran implementasi obe akreditasi segi sdm","negatif"
"tidak habis pikir kenapa pendidikan kita selalu ikutikutan tren obe belum tentu cocok buat kita","['habis', 'pikir', 'didik', 'ikutikutan', 'tren', 'obe', 'cocok']","habis pikir didik ikutikutan tren obe cocok","negatif"
"obe bikin mahasiswa jadi kurang eksploratif mereka hanya belajar sesuai rubrik penilaian saja","['obe', 'bikin', 'mahasiswa', 'eksploratif', 'ajar', 'sesuai', 'rubrik', 'nilai']","obe bikin mahasiswa eksploratif ajar sesuai rubrik nilai","negatif"
"sudah 6 bulan nerapin obe feedbacknya jelek dari mahasiswa pada bingung sama sistemnya","['6', 'nerapin', 'obe', 'feedbacknya', 'jelek', 'mahasiswa', 'bingung', 'sistem']","6 nerapin obe feedbacknya jelek mahasiswa bingung sistem","negatif"
"garagara obe waktu dosen habis buat dokumen administratif daripada riset dan pengajaran","['garagara', 'obe', 'dosen', 'habis', 'dokumen', 'administratif', 'riset', 'ajar']","garagara obe dosen habis dokumen administratif riset ajar","negatif"
"obe ini terlalu rigid tidak semua proses belajar bisa diukur dengan outcomes yang kaku","['obe', 'rigid', 'proses', 'ajar', 'ukur', 'outcomes', 'kaku']","obe rigid proses ajar ukur outcomes kaku","negatif"
"kampus kami hanya ganti format dokumen jadi obe tapi prakteknya masih sama seperti dulu","['kampus', 'ganti', 'format', 'dokumen', 'obe', 'praktek']","kampus ganti format dokumen obe praktek","negatif"
"sebagai mahasiswa saya merasa jadi korban eksperimen obe yang implementasinya setengahsetengah","['mahasiswa', 'korban', 'eksperimen', 'obe', 'implementasi', 'setengahsetengah']","mahasiswa korban eksperimen obe implementasi setengahsetengah","negatif"
"obe malah bikin pendidikan kehilangan esensinya sebagai proses pencerahan dan pembentukan karakter","['obe', 'bikin', 'didik', 'hilang', 'esensi', 'proses', 'cerah', 'bentuk', 'karakter']","obe bikin didik hilang esensi proses cerah bentuk karakter","negatif"
"tidak setuju sama kurikulum obe yang terlalu fokus ke outcomes pendidikan lebih dari sekedar hasil","['tuju', 'kurikulum', 'obe', 'fokus', 'outcomes', 'didik', 'dar', 'hasil']","tuju kurikulum obe fokus outcomes didik dar hasil","negatif"
"obe ini hanya rebranding dari kurikulum lama tidak ada yang baru selain namanya saja","['obe', 'rebranding', 'kurikulum', 'nama']","obe rebranding kurikulum nama","negatif"
"pendidikan berbasis hasil menekankan pada apa yang dapat dilakukan mahasiswa bukan apa yang diketahui","['didik', 'basis', 'hasil', 'tekan', 'mahasiswa']","didik basis hasil tekan mahasiswa","positif"
"kami baru saja menyelesaikan workshop alignment learning outcome dengan metode pembelajaran dan assessment","['selesai', 'workshop', 'alignment', 'learning', 'outcome', 'metode', 'ajar', 'assessment']","selesai workshop alignment learning outcome metode ajar assessment","netral"
"apakah pendidikan berbasis hasil benar benar efektif pada semua disiplin ilmu termasuk sosial humaniora","['didik', 'basis', 'hasil', 'efektif', 'disiplin', 'ilmu', 'sosial', 'humaniora']","didik basis hasil efektif disiplin ilmu sosial humaniora","netral"
"asosiasi institusi pendidikan kedokteran indonesia menerbitkan panduan implementasi kurikulum berbasis hasil","['asosiasi', 'institusi', 'didik', 'dokter', 'indonesia', 'terbit', 'pandu', 'implementasi', 'kurikulum', 'basis', 'hasil']","asosiasi institusi didik dokter indonesia terbit pandu implementasi kurikulum basis hasil","netral"
"transformasi pendidikan tinggi indonesia melalui implementasi kurikulum berbasis hasil menjadi fokus kebijakan 2025 2030","['transformasi', 'didik', 'indonesia', 'implementasi', 'kurikulum', 'basis', 'hasil', 'fokus', 'bijak', '2025', '2030']","transformasi didik indonesia implementasi kurikulum basis hasil fokus bijak 2025 2030","positif"
"implementasi kurikulum berbasis hasil membutuhkan perubahan budaya akademik yang tidak mudah dan memerlukan waktu","['implementasi', 'kurikulum', 'basis', 'hasil', 'butuh', 'ubah', 'budaya', 'akademik', 'mudah']","implementasi kurikulum basis hasil butuh ubah budaya akademik mudah","negatif"
"academic leadership menjadi faktor penting dalam keberhasilan implementasi kurikulum berbasis hasil","['academic', 'leadership', 'faktor', 'hasil', 'implementasi', 'kurikulum', 'basis', 'hasil']","academic leadership faktor hasil implementasi kurikulum basis hasil","positif"
"program studi ilmu komputer ugm berbagi pengalaman sukses implementasi kurikulum berbasis hasil","['program', 'studi', 'ilmu', 'komputer', 'ugm', 'bagi', 'alam', 'sukses', 'implementasi', 'kurikulum', 'basis', 'hasil']","program studi ilmu komputer ugm bagi alam sukses implementasi kurikulum basis hasil","positif"
"bagaimana cara efektif melakukan assessment dalam pendidikan berbasis hasil untuk kelas dengan jumlah mahasiswa besar","['efektif', 'assessment', 'didik', 'basis', 'hasil', 'kelas', 'mahasiswa']","efektif assessment didik basis hasil kelas mahasiswa","netral"
"webinar perumusan learning outcome berbasis kkni untuk program studi teknik diselenggarakan sabtu depan","['webinar', 'rumus', 'learning', 'outcome', 'basis', 'kkni', 'program', 'studi', 'teknik', 'selenggara', 'sabtu']","webinar rumus learning outcome basis kkni program studi teknik selenggara sabtu","positif"
"perubahan paradigma dari teaching ke learning adalah esensi dari implementasi kurikulum berbasis hasil","['ubah', 'paradigma', 'teaching', 'learning', 'esensi', 'implementasi', 'kurikulum', 'basis', 'hasil']","ubah paradigma teaching learning esensi implementasi kurikulum basis hasil","positif"
"pendidikan berbasis hasil menuntut adanya outcome assessment yang valid dan reliable","['didik', 'basis', 'hasil', 'tuntut', 'outcome', 'assessment', 'valid', 'reliable']","didik basis hasil tuntut outcome assessment valid reliable","positif"
"tantangan implementasi obe di perguruan tinggi indonesia adalah kurangnya pemahaman konseptual di kalangan dosen","['tantang', 'implementasi', 'obe', 'guru', 'indonesia', 'kurang', 'paham', 'konseptual', 'kalang', 'dosen']","tantang implementasi obe guru indonesia kurang paham konseptual kalang dosen","negatif"
"lp3m unpad mengadakan workshop penyusunan assessment rubric untuk implementasi kurikulum berbasis hasil","['lp3m', 'unpad', 'ada', 'workshop', 'susun', 'assessment', 'rubric', 'implementasi', 'kurikulum', 'basis', 'hasil']","lp3m unpad ada workshop susun assessment rubric implementasi kurikulum basis hasil","positif"
"keterlibatan stakeholder adalah kunci keberhasilan implementasi kurikulum berbasis hasil yang berkelanjutan","['libat', 'stakeholder', 'kunci', 'hasil', 'implementasi', 'kurikulum', 'basis', 'hasil', 'lanjut']","libat stakeholder kunci hasil implementasi kurikulum basis hasil lanjut","positif"
"implementasi kurikulum berbasis hasil di prodi ilmu komunikasi uns mendapat apresiasi dari praktisi media","['implementasi', 'kurikulum', 'basis', 'hasil', 'prodi', 'ilmu', 'komunikasi', 'uns', 'apresiasi', 'praktisi', 'media']","implementasi kurikulum basis hasil prodi ilmu komunikasi uns apresiasi praktisi media","positif"
"mengapa banyak perguruan tinggi masih kesulitan mengimplementasikan kurikulum berbasis hasil secara menyeluruh","['guru', 'sulit', 'implementasi', 'kurikulum', 'basis', 'hasil']","guru sulit implementasi kurikulum basis hasil","netral"
"pendidikan berbasis hasil fokus pada demonstrasi kompetensi mahasiswa bukan pada lama waktu belajar","['didik', 'basis', 'hasil', 'fokus', 'demonstrasi', 'kompetensi', 'mahasiswa', 'ajar']","didik basis hasil fokus demonstrasi kompetensi mahasiswa ajar","positif"
"obe framework menekankan pada alignment antara learning outcome teaching strategies dan assessment methods","['obe', 'framework', 'tekan', 'alignment', 'learning', 'outcome', 'teaching', 'strategies', 'assessment', 'methods']","obe framework tekan alignment learning outcome teaching strategies assessment methods","netral"
"bagaimana cara mengukur ketercapaian learning outcome dalam implementasi kurikulum berbasis hasil","['ukur', 'capai', 'learning', 'outcome', 'implementasi', 'kurikulum', 'basis', 'hasil']","ukur capai learning outcome implementasi kurikulum basis hasil","netral"
"implementasi kurikulum berbasis hasil dapat meningkatkan akuntabilitas perguruan tinggi terhadap stakeholder","['implementasi', 'kurikulum', 'basis', 'hasil', 'tingkat', 'akuntabilitas', 'guru', 'stakeholder']","implementasi kurikulum basis hasil tingkat akuntabilitas guru stakeholder","positif"
"reflective practice menjadi bagian penting dalam implementasi kurikulum berbasis hasil yang efektif","['reflective', 'practice', 'implementasi', 'kurikulum', 'basis', 'hasil', 'efektif']","reflective practice implementasi kurikulum basis hasil efektif","positif"
"faculty development program menjadi kunci keberhasilan implementasi kurikulum berbasis hasil","['faculty', 'development', 'program', 'kunci', 'hasil', 'implementasi', 'kurikulum', 'basis', 'hasil']","faculty development program kunci hasil implementasi kurikulum basis hasil","positif"
"pendidikan berbasis hasil adalah jawaban untuk menghasilkan lulusan yang adaptif terhadap perubahan dunia kerja","['didik', 'basis', 'hasil', 'hasil', 'lulus', 'adaptif', 'ubah', 'dunia', 'kerja']","didik basis hasil hasil lulus adaptif ubah dunia kerja","positif"
"implementasi kurikulum berbasis hasil di program studi kedokteran hewan ipb berhasil mendapatkan akreditasi internasional","['implementasi', 'kurikulum', 'basis', 'hasil', 'program', 'studi', 'dokter', 'hewan', 'ipb', 'hasil', 'akreditasi', 'internasional']","implementasi kurikulum basis hasil program studi dokter hewan ipb hasil akreditasi internasional","positif"
"kerjasama antar perguruan tinggi dalam implementasi kurikulum berbasis hasil perlu terus ditingkatkan","['kerjasama', 'guru', 'implementasi', 'kurikulum', 'basis', 'hasil', 'tingkat']","kerjasama guru implementasi kurikulum basis hasil tingkat","positif"
"pendidikan berbasis hasil menekankan pada pengembangan higher order thinking skills bukan hanya penguasaan konten","['didik', 'basis', 'hasil', 'tekan', 'kembang', 'higher', 'order', 'thinking', 'skills', 'kuasa', 'konten']","didik basis hasil tekan kembang higher order thinking skills kuasa konten","positif"
"implementasi pendidikan berbasis hasil obe di politeknik elektronika negeri surabaya meningkatkan employability lulusan hingga 40 persen","['implementasi', 'didik', 'basis', 'hasil', 'obe', 'politeknik', 'elektronika', 'negeri', 'surabaya', 'tingkat', 'employability', 'lulus', '40', 'persen']","implementasi didik basis hasil obe politeknik elektronika negeri surabaya tingkat employability lulus 40 persen","positif"
"ketua program studi teknik sipil unhas menyampaikan tantangan terbesar dalam penerapan obe adalah perubahan mindset","['ketua', 'program', 'studi', 'teknik', 'sipil', 'unhas', 'tantang', 'besar', 'terap', 'obe', 'ubah', 'mindset']","ketua program studi teknik sipil unhas tantang besar terap obe ubah mindset","netral"
"lapbdp ums menyelenggarakan workshop penyusunan kurikulum berbasis hasil untuk semua program studi pada april 2025","['lapbdp', 'ums', 'selenggara', 'workshop', 'susun', 'kurikulum', 'basis', 'hasil', 'program', 'studi', 'april', '2025']","lapbdp ums selenggara workshop susun kurikulum basis hasil program studi april 2025","positif"
"wakil rektor akademik unair menyatakan obe telah meningkatkan signifikansi riset terapan mahasiswa dengan kebutuhan industri","['wakil', 'rektor', 'akademik', 'unair', 'obe', 'tingkat', 'signifikansi', 'riset', 'terap', 'mahasiswa', 'butuh', 'industri']","wakil rektor akademik unair obe tingkat signifikansi riset terap mahasiswa butuh industri","positif"
